timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
1620000,1620000,1.1709177e-07,-2.1823941e-13,6.100485e-19,-2.0534766e-15,-1.2349056e-15,-2.9845865e-16
1628000,1628000,1.1709177e-07,-2.1822488e-13,-9.127933e-19,3.25618e-17,9.376413e-16,-1.8254725e-16
1640000,1640000,1.1709177e-07,-2.182391e-13,-3.7358129e-19,2.2770645e-15,-6.977322e-16,-1.0489666e-16
1648000,1648000,1.1709177e-07,-2.1824675e-13,1.4195698e-18,2.5036392e-15,-9.435267e-16,1.0746483e-16
1660000,1660000,7.413515e-06,-1.3357614e-10,-2.5255568e-15,2.054696e-15,-1.5001966e-15,-3.6483403e-16
1668000,1668000,7.413515e-06,-1.3357611e-10,-2.515614e-15,-3.7032293e-15,2.0899771e-15,7.474482e-16
1680000,1680000,7.413515e-06,-1.3357611e-10,-2.5186648e-15,-8.6889106e-16,1.2818768e-15,-5.1248726e-17
1688000,1688000,7.413515e-06,-1.335761e-10,-2.5191941e-15,6.619775e-15,1.4570127e-15,-4.9175126e-17
1700000,1700000,7.413515e-06,-1.3357611e-10,-2.517708e-15,-6.058066e-15,-1.7343711e-15,5.29131e-17
1708000,1708000,7.413515e-06,-1.335761e-10,-2.5189796e-15,8.237421e-16,1.3290633e-15,-1.8577907e-16
1720000,1720000,7.413515e-06,-1.3357612e-10,-2.523301e-15,3.5231541e-16,-1.8025854e-15,-9.2602175e-17
1728000,1728000,7.413515e-06,-1.3357612e-10,-2.5204304e-15,4.6104965e-15,-2.1804386e-16,2.4808293e-16
1740000,1740000,7.413515e-06,-1.335761e-10,-2.5218754e-15,-9.114263e-16,1.4423487e-15,-2.0206432e-16
1748000,1748000,7.413515e-06,-1.3357611e-10,-2.5186863e-15,2.7953595e-15,-6.9749913e-16,1.9763632e-16
1760000,1760000,7.413515e-06,-1.335761e-10,-2.5178832e-15,-2.8543392e-15,1.2119394e-15,1.149392e-16
1768000,1768000,7.413515e-06,-1.3357611e-10,-2.5192018e-15,-1.4085247e-15,-4.8158625e-16,-3.80126e-17
1780000,1780000,7.413515e-06,-1.3357612e-10,-2.5188968e-15,-8.370013e-16,-1.5147803e-15,-3.545383e-16
1788000,1788000,7.413515e-06,-1.3357614e-10,-2.5230854e-15,-3.3039388e-15,-2.0830556e-15,-3.4429443e-16
1800000,1800000,7.413515e-06,-1.3357612e-10,-2.5164485e-15,2.0916746e-15,1.1731226e-15,3.4796905e-16
1808000,1808000,7.413515e-06,-1.3357608e-10,-2.517745e-15,1.5527958e-15,2.9731174e-15,-2.6253986e-17
1820000,1820000,7.413515e-06,-1.3357608e-10,-2.5187283e-15,-6.75185e-16,5.5932735e-16,1.1542088e-16
1828000,1828000,7.413515e-06,-1.3357611e-10,-2.5181165e-15,2.6341984e-16,-1.5349492e-15,3.0224465e-17
1840000,1840000,7.413515e-06,-1.3357611e-10,-2.5174395e-15,-3.444504e-16,-1.6125464e-15,7.873036e-17
1848000,1848000,7.413515e-06,-1.3357611e-10,-2.5215078e-15,-4.6207058e-15,-3.1977548e-16,-3.247888e-16
1860000,1860000,7.413515e-06,-1.3357611e-10,-2.5188723e-15,3.8115127e-16,-3.6161e-16,6.705479e-17
1868000,1868000,7.413515e-06,-1.3357611e-10,-2.5223222e-15,3.732554e-15,-3.739356e-16,-3.0680857e-16
1880000,1880000,7.413515e-06,-1.3357612e-10,-2.518649e-15,-1.6175308e-15,9.905977e-19,4.1917805e-16
1888000,1888000,7.413515e-06,-1.3357614e-10,-2.518685e-15,1.8732227e-15,-1.4184005e-15,7.8921e-17
1900000,1900000,7.413515e-06,-1.335761e-10,-2.5218528e-15,-5.706458e-16,3.4571438e-15,-2.2271585e-16
1908000,1908000,7.413515e-06,-1.3357607e-10,-2.5227466e-15,-1.7898912e-15,2.2213062e-15,-1.10538554e-16
1920000,1920000,7.413515e-06,-1.3357611e-10,-2.5198633e-15,-9.7009916e-17,-2.634137e-15,4.892148e-17
1928000,1928000,7.413515e-06,-1.3357615e-10,-2.5195228e-15,-1.8733684e-15,-3.301731e-15,3.0943705e-17
1940000,1940000,7.413515e-06,-1.3357608e-10,-2.5239007e-15,-1.173194e-15,3.684917e-15,-1.9971637e-16
1948000,1948000,7.413515e-06,-1.3357612e-10,-2.5186052e-15,6.8871063e-15,-3.2814596e-15,4.2505993e-16
1960000,1960000,7.413515e-06,-1.335761e-10,-2.5208003e-15,-3.9881466e-15,3.245012e-15,-1.5068551e-16
1968000,1968000,7.413515e-06,-1.335761e-10,-2.5178976e-15,-3.1689715e-15,2.2486692e-16,2.0778553e-16
1980000,1980000,7.413515e-06,-1.3357608e-10,-2.5178995e-15,2.2562349e-15,1.0987705e-15,6.283574e-18
1988000,1988000,7.413515e-06,-1.335761e-10,-2.5225234e-15,9.508347e-17,-1.0399533e-15,-3.821778e-16
2000000,2000000,7.413515e-06,-1.3357611e-10,-2.5177656e-15,1.2019992e-15,9.594615e-16,3.3555006e-16
2008000,2008000,7.413515e-06,-1.335761e-10,-2.5200935e-15,1.3969076e-15,1.4637393e-15,-1.1203693e-16
2020000,2020000,7.413515e-06,-1.335761e-10,-2.525815e-15,-1.5024399e-15,2.662531e-16,-4.538785e-16
2028000,2028000,1.4482911e-05,-4.375163e-10,-9.834736e-15,8.536699e-16,-1.3927703e-15,5.683795e-17
2040000,2040000,1.4482911e-05,-4.375163e-10,-9.82524e-15,-3.0977143e-15,2.239209e-16,6.9202957e-16
2048000,2048000,1.4482911e-05,-4.375163e-10,-9.8256635e-15,5.881186e-16,9.62068e-16,9.1084596e-17
2060000,2060000,1.4482911e-05,-4.375163e-10,-9.8307965e-15,2.8126457e-15,3.4607638e-16,-2.3070287e-16
2068000,2068000,1.4482911e-05,-4.3751627e-10,-9.82771e-15,2.6315315e-15,2.2049733e-15,2.0425963e-16
2080000,2080000,1.4482911e-05,-4.3751636e-10,-9.83357e-15,-3.886171e-15,-4.5630465e-15,-4.626348e-16
2088000,2088000,1.4482911e-05,-4.375163e-10,-9.833448e-15,1.1088081e-15,3.994594e-15,-8.458734e-17
2100000,2100000,1.4482911e-05,-4.3751633e-10,-9.833326e-15,2.9112268e-15,-3.1328284e-15,-7.441369e-17
2108000,2108000,1.4482911e-05,-4.3751633e-10,-9.8266156e-15,-1.86473e-15,1.7086834e-16,5.632422e-16
2120000,2120000,1.4482911e-05,-4.3751627e-10,-9.829888e-15,-3.301344e-15,3.0752842e-15,1.8041749e-17
2128000,2128000,1.4482911e-05,-4.3751627e-10,-9.823984e-15,1.3672425e-16,1.8303586e-15,4.4511544e-16
2140000,2140000,1.4482911e-05,-4.375163e-10,-9.8257e-15,2.190198e-15,-1.7561368e-15,1.387103e-16
2148000,2148000,1.4482911e-05,-4.375163e-10,-9.827721e-15,-2.117136e-15,-6.0510996e-16,-2.1694666e-16
2160000,2160000,1.6995778e-05,-5.9447514e-10,-1.3760029e-14,3.1355838e-15,1.3693288e-16,-2.4607985e-16
2168000,2168000,1.6995778e-05,-5.9447514e-10,-1.3755955e-14,-2.9235804e-15,-4.2689614e-16,1.9302695e-16
2180000,2180000,1.6995778e-05,-5.9447514e-10,-1.3753904e-14,-2.28478e-15,1.6720147e-15,2.0061463e-16
2188000,2188000,1.6995778e-05,-5.9447514e-10,-1.3750751e-14,1.1149732e-15,-4.976179e-16,4.0796701e-16
2200000,2200000,1.6995778e-05,-5.9447514e-10,-1.3753131e-14,1.843871e-15,2.6938242e-16,-3.2244114e-16
2208000,2208000,1.6995778e-05,-5.9447514e-10,-1.3756444e-14,3.0054635e-15,-3.4376445e-15,-3.554209e-16
2220000,2220000,1.6995778e-05,-5.9447514e-10,-1.3756561e-14,-3.763403e-15,1.5479179e-15,1.2005948e-16
2228000,2228000,1.6995778e-05,-5.9447514e-10,-1.3754835e-14,-2.1178433e-15,-6.418715e-16,1.1548749e-16
2240000,2240000,1.6995778e-05,-5.9447514e-10,-1.37585035e-14,9.858763e-16,-7.10244e-16,-1.4056088e-16
2248000,2248000,1.6995778e-05,-5.9447514e-10,-1.3759182e-14,-6.563825e-16,-4.0373717e-16,-1.1768582e-16
2260000,2260000,1.6995778e-05,-5.9447514e-10,-1.3755103e-14,1.7466883e-15,-7.0487964e-16,2.7935636e-16
2268000,2268000,1.6995778e-05,-5.9447514e-10,-1.3755501e-14,1.9151015e-15,6.72536e-16,5.591738e-17
2280000,2280000,1.6995778e-05,-5.9447514e-10,-1.3755864e-14,-2.3762489e-15,-9.141533e-16,-5.15104e-17
2288000,2288000,1.6995778e-05,-5.9447514e-10,-1.3758988e-14,-5.821038e-16,9.719472e-16,-2.874346e-16
2300000,2300000,1.6995778e-05,-5.9447514e-10,-1.3753461e-14,2.8592167e-15,1.0776984e-15,5.313475e-16
2308000,2308000,1.6995778e-05,-5.9447514e-10,-1.3758902e-14,-5.9655747e-16,3.9005613e-16,-3.6030447e-16
2320000,2320000,1.6995778e-05,-5.9447514e-10,-1.3756877e-14,-1.0813384e-15,1.3225202e-15,2.4025073e-16
2328000,2328000,1.6995778e-05,-5.944751e-10,-1.3754399e-14,-1.4027511e-15,3.753347e-15,2.5237765e-16
2340000,2340000,1.6995778e-05,-5.9447514e-10,-1.3757006e-14,-1.3391601e-16,-8.2977846e-16,-2.5762367e-16
2348000,2348000,1.6995778e-05,-5.9447514e-10,-1.3753409e-14,2.038321e-15,-3.3819698e-15,3.1656795e-16
2360000,2360000,1.6995778e-05,-5.9447514e-10,-1.3751215e-14,1.6219193e-15,-1.688771e-15,-2.1802684e-17
2368000,2368000,1.6995778e-05,-5.9447514e-10,-1.3754136e-14,-3.7898723e-15,7.473955e-16,-2.5972563e-16
2380000,2380000,1.6995778e-05,-5.9447514e-10,-1.3753918e-14,4.9184793e-15,2.632807e-16,4.3026604e-17
2388000,2388000,4.156406e-06,-2.4206126e-10,-3.2467467e-14,-3.3781872e-15,8.942815e-16,4.0848458e-16
2400000,2400000,4.156406e-06,-2.420613e-10,-3.246883e-14,-4.8445766e-15,7.237346e-17,-3.0216468e-17
2408000,2408000,4.156406e-06,-2.420613e-10,-3.2471716e-14,5.2523094e-16,-6.2337453e-16,-2.5033124e-16
2420000,2420000,4.156406e-06,-2.420613e-10,-3.246693e-14,2.6892017e-15,4.581257e-16,1.4780935e-16
2428000,2428000,4.156406e-06,-2.420613e-10,-3.2474017e-14,4.5829954e-15,-8.898784e-16,-5.464664e-16
2440000,2440000,4.156406e-06,-2.4206132e-10,-3.2476036e-14,-7.0654593e-15,-1.5162363e-15,-8.305415e-17
2448000,2448000,4.156406e-06,-2.4206134e-10,-3.2476998e-14,6.265457e-15,-1.839787e-15,-1.7139476e-16
2460000,2460000,4.156406e-06,-2.4206132e-10,-3.2475487e-14,-2.8289202e-15,1.9222293e-15,2.740283e-16
2468000,2468000,4.156406e-06,-2.4206132e-10,-3.2476324e-14,-3.4824171e-16,8.5378804e-17,-1.388128e-17
2480000,2480000,4.156406e-06,-2.420613e-10,-3.247749e-14,-3.0941093e-15,3.3574023e-15,-1.4027337e-17
2488000,2488000,4.156406e-06,-2.4206126e-10,-3.247003e-14,-5.525735e-16,1.4449535e-15,5.772912e-16
2500000,2500000,4.156406e-06,-2.420613e-10,-3.2467498e-14,-5.050699e-16,4.2087288e-16,2.8842838e-16
2508000,2508000,4.156406e-06,-2.420613e-10,-3.2474643e-14,-1.1064872e-15,-4.131849e-16,-5.308872e-16
2520000,2520000,4.156406e-06,-2.4206132e-10,-3.247447e-14,5.252846e-15,-8.271463e-16,-1.5499308e-16
